CCITY Traffic Flow Wednesday 11 June 2008,,,,,,,
Time,TcsNo,Approach,det_1,det_2,det_3,det_4,Total
20/06/2008 22:55,183,Approach 1 (det: 1-4),33,27,25,10,95
20/06/2008 23:00,183,Approach 1 (det: 1-4),21,24,30,8,83
20/06/2008 23:05,183,Approach 1 (det: 1-4),34,37,48,7,126
20/06/2008 23:10,183,Approach 1 (det: 1-4),27,23,27,19,96
20/06/2008 23:15,183,Approach 1 (det: 1-4),31,25,31,10,97
20/06/2008 23:20,183,Approach 1 (det: 1-4),37,26,31,8,102
20/06/2008 23:25,183,Approach 1 (det: 1-4),27,20,18,10,75
20/06/2008 23:30,183,Approach 1 (det: 1-4),24,27,31,8,90
20/06/2008 23:35,183,Approach 1 (det: 1-4),27,32,39,0,98
20/06/2008 23:40,183,Approach 1 (det: 1-4),25,21,39,0,85
20/06/2008 23:45,183,Approach 1 (det: 1-4),26,18,33,2,79
20/06/2008 23:50,183,Approach 1 (det: 1-4),22,25,33,7,87
20/06/2008 23:55,183,Approach 1 (det: 1-4),28,22,27,6,83
21/06/2008 00:05,183,Approach 1 (det: 1-4),51,49,55,14,169
21/06/2008 00:10,183,Approach 1 (det: 1-4),30,27,30,7,94
21/06/2008 00:15,183,Approach 1 (det: 1-4),23,22,29,4,78
21/06/2008 00:20,183,Approach 1 (det: 1-4),21,19,25,6,71
21/06/2008 00:25,183,Approach 1 (det: 1-4),23,22,28,3,76
21/06/2008 00:30,183,Approach 1 (det: 1-4),35,26,23,9,93
21/06/2008 00:35,183,Approach 1 (det: 1-4),22,19,38,3,82
21/06/2008 00:40,183,Approach 1 (det: 1-4),26,15,23,6,70
21/06/2008 00:45,183,Approach 1 (det: 1-4),21,19,22,9,71
21/06/2008 00:50,183,Approach 1 (det: 1-4),25,18,30,2,75
21/06/2008 00:55,183,Approach 1 (det: 1-4),26,22,26,6,80
21/06/2008 01:00,183,Approach 1 (det: 1-4),19,15,15,7,56
21/06/2008 01:05,183,Approach 1 (det: 1-4),25,19,34,6,84
21/06/2008 01:10,183,Approach 1 (det: 1-4),24,20,32,6,82
21/06/2008 01:15,183,Approach 1 (det: 1-4),29,21,16,6,72
21/06/2008 01:20,183,Approach 1 (det: 1-4),22,22,24,3,71
21/06/2008 01:25,183,Approach 1 (det: 1-4),25,16,28,5,74
21/06/2008 01:30,183,Approach 1 (det: 1-4),18,21,32,7,78
21/06/2008 01:35,183,Approach 1 (det: 1-4),18,17,19,5,59
21/06/2008 01:40,183,Approach 1 (det: 1-4),19,10,25,9,63
21/06/2008 01:45,183,Approach 1 (det: 1-4),18,18,19,1,56
21/06/2008 01:50,183,Approach 1 (det: 1-4),23,15,20,2,60
21/06/2008 01:55,183,Approach 1 (det: 1-4),20,22,19,3,64
21/06/2008 02:00,183,Approach 1 (det: 1-4),18,18,19,7,62
21/06/2008 02:05,183,Approach 1 (det: 1-4),15,18,24,5,62
21/06/2008 02:10,183,Approach 1 (det: 1-4),22,16,18,4,60
21/06/2008 02:15,183,Approach 1 (det: 1-4),17,12,15,10,54
21/06/2008 02:20,183,Approach 1 (det: 1-4),16,14,14,5,49
21/06/2008 02:25,183,Approach 1 (det: 1-4),16,19,17,9,61
21/06/2008 02:30,183,Approach 1 (det: 1-4),16,17,20,10,63
21/06/2008 02:35,183,Approach 1 (det: 1-4),13,13,23,9,58
21/06/2008 02:40,183,Approach 1 (det: 1-4),19,19,22,5,65
21/06/2008 02:45,183,Approach 1 (det: 1-4),19,15,22,9,65
21/06/2008 02:50,183,Approach 1 (det: 1-4),14,12,18,3,47
21/06/2008 02:55,183,Approach 1 (det: 1-4),10,14,18,8,50
21/06/2008 03:00,183,Approach 1 (det: 1-4),14,18,21,5,58
21/06/2008 03:05,183,Approach 1 (det: 1-4),22,14,20,6,62
21/06/2008 03:10,183,Approach 1 (det: 1-4),16,12,19,0,47
21/06/2008 03:15,183,Approach 1 (det: 1-4),18,15,17,4,54
21/06/2008 03:20,183,Approach 1 (det: 1-4),21,12,10,4,47
21/06/2008 03:25,183,Approach 1 (det: 1-4),18,27,21,1,67
21/06/2008 03:30,183,Approach 1 (det: 1-4),18,10,14,3,45
21/06/2008 03:35,183,Approach 1 (det: 1-4),12,17,19,1,49
21/06/2008 03:40,183,Approach 1 (det: 1-4),11,11,18,5,45
21/06/2008 03:45,183,Approach 1 (det: 1-4),8,16,14,3,41
21/06/2008 03:50,183,Approach 1 (det: 1-4),10,14,12,6,42
21/06/2008 03:55,183,Approach 1 (det: 1-4),18,13,20,3,54
21/06/2008 04:00,183,Approach 1 (det: 1-4),14,12,14,4,44
21/06/2008 04:05,183,Approach 1 (det: 1-4),13,18,20,5,56
21/06/2008 04:10,183,Approach 1 (det: 1-4),13,16,16,1,46
21/06/2008 04:15,183,Approach 1 (det: 1-4),6,11,17,4,38
21/06/2008 04:20,183,Approach 1 (det: 1-4),8,16,17,3,44
21/06/2008 04:25,183,Approach 1 (det: 1-4),10,16,13,3,42
21/06/2008 04:30,183,Approach 1 (det: 1-4),8,13,20,5,46
21/06/2008 04:35,183,Approach 1 (det: 1-4),13,18,17,0,48
21/06/2008 04:40,183,Approach 1 (det: 1-4),14,17,16,3,50
21/06/2008 04:45,183,Approach 1 (det: 1-4),8,13,11,4,36
21/06/2008 04:50,183,Approach 1 (det: 1-4),10,12,12,1,35
21/06/2008 04:55,183,Approach 1 (det: 1-4),10,9,9,3,31
21/06/2008 05:00,183,Approach 1 (det: 1-4),8,8,5,2,23
21/06/2008 05:05,183,Approach 1 (det: 1-4),9,19,10,1,39
21/06/2008 05:10,183,Approach 1 (det: 1-4),10,8,9,3,30
21/06/2008 05:15,183,Approach 1 (det: 1-4),8,17,5,1,31
21/06/2008 05:20,183,Approach 1 (det: 1-4),13,17,5,2,37
21/06/2008 05:25,183,Approach 1 (det: 1-4),5,10,4,4,23
21/06/2008 05:30,183,Approach 1 (det: 1-4),6,6,3,2,17
21/06/2008 05:35,183,Approach 1 (det: 1-4),11,12,14,2,39
21/06/2008 05:40,183,Approach 1 (det: 1-4),10,8,12,1,31
21/06/2008 05:45,183,Approach 1 (det: 1-4),7,14,10,1,32
21/06/2008 05:50,183,Approach 1 (det: 1-4),9,8,10,2,29
21/06/2008 05:55,183,Approach 1 (det: 1-4),12,8,8,3,31
21/06/2008 06:00,183,Approach 1 (det: 1-4),10,11,5,2,28
21/06/2008 06:05,183,Approach 1 (det: 1-4),14,9,4,0,27
21/06/2008 06:10,183,Approach 1 (det: 1-4),10,6,3,1,20
21/06/2008 06:15,183,Approach 1 (det: 1-4),9,8,7,0,24
21/06/2008 06:20,183,Approach 1 (det: 1-4),11,10,7,2,30
21/06/2008 06:25,183,Approach 1 (det: 1-4),11,5,6,5,27
21/06/2008 06:30,183,Approach 1 (det: 1-4),8,4,9,2,23
21/06/2008 06:35,183,Approach 1 (det: 1-4),12,9,12,2,35
21/06/2008 06:40,183,Approach 1 (det: 1-4),12,5,10,1,28
21/06/2008 06:45,183,Approach 1 (det: 1-4),17,13,21,4,55
21/06/2008 06:50,183,Approach 1 (det: 1-4),16,16,9,1,42
21/06/2008 06:55,183,Approach 1 (det: 1-4),18,13,11,8,50
21/06/2008 07:00,183,Approach 1 (det: 1-4),24,10,16,5,55
21/06/2008 07:05,183,Approach 1 (det: 1-4),18,14,16,6,54
21/06/2008 07:10,183,Approach 1 (det: 1-4),24,15,17,7,63
21/06/2008 07:15,183,Approach 1 (det: 1-4),18,15,19,5,57
21/06/2008 07:20,183,Approach 1 (det: 1-4),14,11,9,6,40
21/06/2008 07:25,183,Approach 1 (det: 1-4),21,14,11,3,49
21/06/2008 07:30,183,Approach 1 (det: 1-4),22,19,18,2,61
21/06/2008 07:35,183,Approach 1 (det: 1-4),24,15,15,5,59
21/06/2008 07:40,183,Approach 1 (det: 1-4),22,22,25,3,72
21/06/2008 07:45,183,Approach 1 (det: 1-4),32,18,20,10,80
21/06/2008 07:50,183,Approach 1 (det: 1-4),31,18,20,8,77
21/06/2008 07:55,183,Approach 1 (det: 1-4),26,15,17,4,62
21/06/2008 08:00,183,Approach 1 (det: 1-4),23,16,22,3,64
21/06/2008 08:05,183,Approach 1 (det: 1-4),23,13,25,9,70
21/06/2008 08:10,183,Approach 1 (det: 1-4),24,14,22,4,64
21/06/2008 08:15,183,Approach 1 (det: 1-4),29,22,15,4,70
21/06/2008 08:20,183,Approach 1 (det: 1-4),21,28,21,7,77
21/06/2008 08:25,183,Approach 1 (det: 1-4),27,21,13,4,65
21/06/2008 08:30,183,Approach 1 (det: 1-4),21,16,17,4,58
21/06/2008 08:35,183,Approach 1 (det: 1-4),23,18,27,5,73
21/06/2008 08:40,183,Approach 1 (det: 1-4),24,19,21,7,71
21/06/2008 08:45,183,Approach 1 (det: 1-4),33,26,27,5,91
21/06/2008 08:50,183,Approach 1 (det: 1-4),39,25,20,10,94
21/06/2008 08:55,183,Approach 1 (det: 1-4),33,13,21,11,78
21/06/2008 09:00,183,Approach 1 (det: 1-4),45,22,21,11,99
21/06/2008 09:05,183,Approach 1 (det: 1-4),37,21,27,9,94
21/06/2008 09:10,183,Approach 1 (det: 1-4),48,20,31,5,104
21/06/2008 09:15,183,Approach 1 (det: 1-4),32,18,25,9,84
21/06/2008 09:20,183,Approach 1 (det: 1-4),50,22,27,7,106
21/06/2008 09:25,183,Approach 1 (det: 1-4),45,30,19,6,100
21/06/2008 09:30,183,Approach 1 (det: 1-4),33,34,27,10,104
21/06/2008 09:35,183,Approach 1 (det: 1-4),39,37,31,14,121
21/06/2008 09:40,183,Approach 1 (det: 1-4),38,25,29,12,104
21/06/2008 09:45,183,Approach 1 (det: 1-4),29,18,22,10,79
21/06/2008 09:50,183,Approach 1 (det: 1-4),50,28,32,9,119
21/06/2008 09:55,183,Approach 1 (det: 1-4),51,33,34,13,131
21/06/2008 10:00,183,Approach 1 (det: 1-4),40,24,29,6,99
21/06/2008 10:05,183,Approach 1 (det: 1-4),36,25,31,6,98
21/06/2008 10:10,183,Approach 1 (det: 1-4),52,27,37,8,124
21/06/2008 10:15,183,Approach 1 (det: 1-4),43,25,37,14,119
21/06/2008 10:20,183,Approach 1 (det: 1-4),38,26,35,11,110
21/06/2008 10:25,183,Approach 1 (det: 1-4),41,29,37,13,120
21/06/2008 10:30,183,Approach 1 (det: 1-4),47,25,49,12,133
21/06/2008 10:35,183,Approach 1 (det: 1-4),25,37,29,10,101
21/06/2008 10:40,183,Approach 1 (det: 1-4),40,31,32,15,118
21/06/2008 10:45,183,Approach 1 (det: 1-4),48,32,39,18,137
21/06/2008 10:50,183,Approach 1 (det: 1-4),39,44,34,12,129
21/06/2008 10:55,183,Approach 1 (det: 1-4),37,26,30,10,103
21/06/2008 11:00,183,Approach 1 (det: 1-4),48,33,42,16,139
21/06/2008 11:05,183,Approach 1 (det: 1-4),45,27,30,10,112
21/06/2008 11:10,183,Approach 1 (det: 1-4),44,31,34,9,118
21/06/2008 11:15,183,Approach 1 (det: 1-4),43,40,38,14,135
21/06/2008 11:20,183,Approach 1 (det: 1-4),51,33,31,13,128
21/06/2008 11:25,183,Approach 1 (det: 1-4),50,26,32,10,118
21/06/2008 11:30,183,Approach 1 (det: 1-4),49,30,39,14,132
21/06/2008 11:35,183,Approach 1 (det: 1-4),44,30,29,7,110
21/06/2008 11:40,183,Approach 1 (det: 1-4),46,27,31,17,121
21/06/2008 11:45,183,Approach 1 (det: 1-4),48,26,33,20,127
21/06/2008 11:50,183,Approach 1 (det: 1-4),39,31,29,10,109
21/06/2008 11:55,183,Approach 1 (det: 1-4),36,26,23,12,97
21/06/2008 12:00,183,Approach 1 (det: 1-4),42,36,34,7,119
21/06/2008 12:05,183,Approach 1 (det: 1-4),42,30,34,13,119
21/06/2008 12:10,183,Approach 1 (det: 1-4),43,29,39,20,131
21/06/2008 12:15,183,Approach 1 (det: 1-4),36,29,37,11,113
21/06/2008 12:20,183,Approach 1 (det: 1-4),54,27,31,14,126
21/06/2008 12:25,183,Approach 1 (det: 1-4),53,38,34,11,136
21/06/2008 12:30,183,Approach 1 (det: 1-4),51,34,47,7,139
21/06/2008 12:35,183,Approach 1 (det: 1-4),41,29,30,19,119
21/06/2008 12:40,183,Approach 1 (det: 1-4),56,35,46,16,153
21/06/2008 12:45,183,Approach 1 (det: 1-4),46,18,38,13,115
21/06/2008 12:50,183,Approach 1 (det: 1-4),58,34,44,22,158
21/06/2008 12:55,183,Approach 1 (det: 1-4),44,39,35,15,133
21/06/2008 13:00,183,Approach 1 (det: 1-4),45,37,45,15,142
21/06/2008 13:05,183,Approach 1 (det: 1-4),50,40,62,14,166
21/06/2008 13:10,183,Approach 1 (det: 1-4),53,45,46,23,167
21/06/2008 13:15,183,Approach 1 (det: 1-4),54,39,48,24,165
21/06/2008 13:20,183,Approach 1 (det: 1-4),50,35,37,19,141
21/06/2008 13:25,183,Approach 1 (det: 1-4),51,40,47,14,152
21/06/2008 13:30,183,Approach 1 (det: 1-4),56,48,40,15,159
21/06/2008 13:35,183,Approach 1 (det: 1-4),60,41,59,15,175
21/06/2008 13:40,183,Approach 1 (det: 1-4),39,34,38,16,127
21/06/2008 13:45,183,Approach 1 (det: 1-4),45,47,39,17,148
21/06/2008 13:50,183,Approach 1 (det: 1-4),58,32,48,14,152
21/06/2008 13:55,183,Approach 1 (det: 1-4),49,33,41,19,142
21/06/2008 14:00,183,Approach 1 (det: 1-4),48,38,37,24,147
21/06/2008 14:05,183,Approach 1 (det: 1-4),52,45,42,14,153
21/06/2008 14:10,183,Approach 1 (det: 1-4),42,40,31,14,127
21/06/2008 14:15,183,Approach 1 (det: 1-4),47,43,38,17,145
21/06/2008 14:20,183,Approach 1 (det: 1-4),36,35,35,10,116
21/06/2008 14:25,183,Approach 1 (det: 1-4),41,32,34,9,116
21/06/2008 14:30,183,Approach 1 (det: 1-4),58,43,53,19,173
21/06/2008 14:35,183,Approach 1 (det: 1-4),48,40,49,13,150
21/06/2008 14:40,183,Approach 1 (det: 1-4),38,34,52,18,142
21/06/2008 14:45,183,Approach 1 (det: 1-4),29,27,37,16,109
21/06/2008 14:50,183,Approach 1 (det: 1-4),32,33,43,20,128
21/06/2008 14:55,183,Approach 1 (det: 1-4),23,31,35,11,100
21/06/2008 15:00,183,Approach 1 (det: 1-4),22,18,42,18,100
21/06/2008 15:05,183,Approach 1 (det: 1-4),40,35,40,25,140
21/06/2008 15:10,183,Approach 1 (det: 1-4),30,46,51,23,150
21/06/2008 15:15,183,Approach 1 (det: 1-4),5,24,54,12,95
21/06/2008 15:20,183,Approach 1 (det: 1-4),17,45,76,22,160
21/06/2008 15:25,183,Approach 1 (det: 1-4),29,36,38,19,122
21/06/2008 15:30,183,Approach 1 (det: 1-4),44,56,40,21,161
21/06/2008 15:35,183,Approach 1 (det: 1-4),35,32,27,11,105
21/06/2008 15:40,183,Approach 1 (det: 1-4),52,40,48,24,164
21/06/2008 15:45,183,Approach 1 (det: 1-4),38,39,47,7,131
21/06/2008 15:50,183,Approach 1 (det: 1-4),49,35,42,20,146
21/06/2008 15:55,183,Approach 1 (det: 1-4),44,39,38,20,141
21/06/2008 16:00,183,Approach 1 (det: 1-4),39,32,34,12,117
21/06/2008 16:05,183,Approach 1 (det: 1-4),43,46,48,15,152
21/06/2008 16:10,183,Approach 1 (det: 1-4),36,33,36,14,119
21/06/2008 16:15,183,Approach 1 (det: 1-4),51,31,36,18,136
21/06/2008 16:20,183,Approach 1 (det: 1-4),43,26,34,11,114
21/06/2008 16:25,183,Approach 1 (det: 1-4),46,28,35,12,121
21/06/2008 16:30,183,Approach 1 (det: 1-4),53,32,40,10,135
21/06/2008 16:35,183,Approach 1 (det: 1-4),45,37,48,15,145
21/06/2008 16:40,183,Approach 1 (det: 1-4),36,32,40,18,126
21/06/2008 16:45,183,Approach 1 (det: 1-4),52,24,41,19,136
21/06/2008 16:50,183,Approach 1 (det: 1-4),34,25,29,10,98
21/06/2008 16:55,183,Approach 1 (det: 1-4),41,32,37,11,121
21/06/2008 17:00,183,Approach 1 (det: 1-4),39,35,36,12,122
21/06/2008 17:05,183,Approach 1 (det: 1-4),41,24,32,13,110
21/06/2008 17:10,183,Approach 1 (det: 1-4),34,33,38,8,113
21/06/2008 17:15,183,Approach 1 (det: 1-4),40,35,43,20,138
21/06/2008 17:20,183,Approach 1 (det: 1-4),28,30,32,14,104
21/06/2008 17:25,183,Approach 1 (det: 1-4),42,36,43,20,141
21/06/2008 17:30,183,Approach 1 (det: 1-4),49,33,36,17,135
21/06/2008 17:35,183,Approach 1 (det: 1-4),36,34,27,16,113
21/06/2008 17:40,183,Approach 1 (det: 1-4),41,28,35,23,127
21/06/2008 17:45,183,Approach 1 (det: 1-4),38,31,38,7,114
21/06/2008 17:50,183,Approach 1 (det: 1-4),28,33,33,14,108
21/06/2008 17:55,183,Approach 1 (det: 1-4),41,34,38,11,124
21/06/2008 18:00,183,Approach 1 (det: 1-4),37,31,41,12,121
21/06/2008 18:05,183,Approach 1 (det: 1-4),38,33,36,15,122
21/06/2008 18:10,183,Approach 1 (det: 1-4),36,35,32,18,121
21/06/2008 18:15,183,Approach 1 (det: 1-4),32,24,32,9,97
21/06/2008 18:20,183,Approach 1 (det: 1-4),32,33,38,24,127
21/06/2008 18:25,183,Approach 1 (det: 1-4),41,24,40,12,117
21/06/2008 18:30,183,Approach 1 (det: 1-4),28,28,38,17,111
21/06/2008 18:35,183,Approach 1 (det: 1-4),30,23,44,11,108
21/06/2008 18:40,183,Approach 1 (det: 1-4),35,32,51,21,139
21/06/2008 18:45,183,Approach 1 (det: 1-4),39,33,38,13,123
21/06/2008 18:50,183,Approach 1 (det: 1-4),38,31,40,15,124
21/06/2008 18:55,183,Approach 1 (det: 1-4),42,31,33,13,119
21/06/2008 19:00,183,Approach 1 (det: 1-4),36,34,36,10,116
21/06/2008 19:05,183,Approach 1 (det: 1-4),41,29,36,12,118
21/06/2008 19:10,183,Approach 1 (det: 1-4),31,36,37,10,114
21/06/2008 19:15,183,Approach 1 (det: 1-4),33,33,34,13,113
21/06/2008 19:20,183,Approach 1 (det: 1-4),33,26,35,5,99
21/06/2008 19:25,183,Approach 1 (det: 1-4),40,26,36,15,117
21/06/2008 19:30,183,Approach 1 (det: 1-4),36,26,36,15,113
21/06/2008 19:35,183,Approach 1 (det: 1-4),38,27,27,9,101
21/06/2008 19:40,183,Approach 1 (det: 1-4),34,28,27,8,97
21/06/2008 19:45,183,Approach 1 (det: 1-4),34,31,29,16,110
21/06/2008 19:50,183,Approach 1 (det: 1-4),43,22,37,16,118
21/06/2008 19:55,183,Approach 1 (det: 1-4),39,26,35,8,108
21/06/2008 20:00,183,Approach 1 (det: 1-4),33,33,32,10,108
21/06/2008 20:05,183,Approach 1 (det: 1-4),34,24,37,14,109
21/06/2008 20:10,183,Approach 1 (det: 1-4),39,23,30,10,102
21/06/2008 20:15,183,Approach 1 (det: 1-4),35,30,35,9,109
21/06/2008 20:20,183,Approach 1 (det: 1-4),46,30,37,13,126
21/06/2008 20:25,183,Approach 1 (det: 1-4),29,21,31,10,91
21/06/2008 20:30,183,Approach 1 (det: 1-4),34,21,30,11,96
21/06/2008 20:35,183,Approach 1 (det: 1-4),32,17,30,6,85
21/06/2008 20:40,183,Approach 1 (det: 1-4),31,24,25,7,87
21/06/2008 20:45,183,Approach 1 (det: 1-4),32,23,28,10,93
21/06/2008 20:50,183,Approach 1 (det: 1-4),23,19,22,6,70
21/06/2008 20:55,183,Approach 1 (det: 1-4),31,27,31,10,99
21/06/2008 21:00,183,Approach 1 (det: 1-4),19,24,23,8,74
21/06/2008 21:05,183,Approach 1 (det: 1-4),29,21,22,5,77
21/06/2008 21:10,183,Approach 1 (det: 1-4),26,23,26,8,83
21/06/2008 21:15,183,Approach 1 (det: 1-4),38,24,29,7,98
21/06/2008 21:20,183,Approach 1 (det: 1-4),29,20,23,3,75
21/06/2008 21:25,183,Approach 1 (det: 1-4),27,20,22,11,80
21/06/2008 21:30,183,Approach 1 (det: 1-4),20,21,23,11,75
21/06/2008 21:35,183,Approach 1 (det: 1-4),25,25,28,5,83
21/06/2008 21:40,183,Approach 1 (det: 1-4),24,13,23,3,63
21/06/2008 21:45,183,Approach 1 (det: 1-4),25,10,21,6,62
21/06/2008 21:50,183,Approach 1 (det: 1-4),18,20,17,10,65
21/06/2008 21:55,183,Approach 1 (det: 1-4),30,12,19,5,66
21/06/2008 22:00,183,Approach 1 (det: 1-4),23,15,18,2,58
21/06/2008 22:05,183,Approach 1 (det: 1-4),27,21,10,3,61
21/06/2008 22:10,183,Approach 1 (det: 1-4),21,16,22,4,63
21/06/2008 22:15,183,Approach 1 (det: 1-4),24,17,33,6,80
21/06/2008 22:20,183,Approach 1 (det: 1-4),22,20,24,5,71
21/06/2008 22:25,183,Approach 1 (det: 1-4),22,16,20,12,70
21/06/2008 22:30,183,Approach 1 (det: 1-4),30,14,23,7,74
21/06/2008 22:35,183,Approach 1 (det: 1-4),29,16,34,7,86
21/06/2008 22:40,183,Approach 1 (det: 1-4),22,23,27,13,85
21/06/2008 22:45,183,Approach 1 (det: 1-4),40,24,32,6,102
21/06/2008 22:50,183,Approach 1 (det: 1-4),32,23,27,12,94
21/06/2008 22:55,183,Approach 1 (det: 1-4),40,33,33,9,115
21/06/2008 23:00,183,Approach 1 (det: 1-4),38,22,33,4,97
21/06/2008 23:05,183,Approach 1 (det: 1-4),33,24,23,5,85
21/06/2008 23:10,183,Approach 1 (det: 1-4),34,31,30,4,99
21/06/2008 23:15,183,Approach 1 (det: 1-4),29,18,33,6,86
21/06/2008 23:20,183,Approach 1 (det: 1-4),27,24,25,12,88
21/06/2008 23:25,183,Approach 1 (det: 1-4),37,34,38,4,113
21/06/2008 23:30,183,Approach 1 (det: 1-4),30,32,32,10,104
21/06/2008 23:35,183,Approach 1 (det: 1-4),27,27,34,11,99
21/06/2008 23:40,183,Approach 1 (det: 1-4),19,19,32,4,74
21/06/2008 23:45,183,Approach 1 (det: 1-4),26,31,28,3,88
21/06/2008 23:50,183,Approach 1 (det: 1-4),26,18,27,3,74
21/06/2008 23:55,183,Approach 1 (det: 1-4),22,25,31,5,83
22/06/2008 00:05,183,Approach 1 (det: 1-4),50,43,44,7,144
22/06/2008 00:10,183,Approach 1 (det: 1-4),28,24,21,6,79
22/06/2008 00:15,183,Approach 1 (det: 1-4),35,26,28,7,96
22/06/2008 00:20,183,Approach 1 (det: 1-4),24,16,23,10,73
22/06/2008 00:25,183,Approach 1 (det: 1-4),25,14,33,4,76
22/06/2008 00:30,183,Approach 1 (det: 1-4),32,23,27,4,86
22/06/2008 00:35,183,Approach 1 (det: 1-4),24,13,23,10,70
22/06/2008 00:40,183,Approach 1 (det: 1-4),24,22,28,2,76
22/06/2008 00:45,183,Approach 1 (det: 1-4),22,20,23,9,74
22/06/2008 00:50,183,Approach 1 (det: 1-4),22,26,28,4,80
22/06/2008 00:55,183,Approach 1 (det: 1-4),26,12,27,5,70
22/06/2008 01:00,183,Approach 1 (det: 1-4),24,11,17,6,58
22/06/2008 01:05,183,Approach 1 (det: 1-4),21,20,15,2,58
22/06/2008 01:10,183,Approach 1 (det: 1-4),15,12,21,5,53
22/06/2008 01:15,183,Approach 1 (det: 1-4),26,28,27,5,86
22/06/2008 01:20,183,Approach 1 (det: 1-4),26,17,29,5,77
22/06/2008 01:25,183,Approach 1 (det: 1-4),30,17,27,4,78
22/06/2008 01:30,183,Approach 1 (det: 1-4),21,18,25,7,71
22/06/2008 01:35,183,Approach 1 (det: 1-4),24,23,32,1,80
22/06/2008 01:40,183,Approach 1 (det: 1-4),15,18,28,0,61
22/06/2008 01:45,183,Approach 1 (det: 1-4),20,16,22,2,60
22/06/2008 01:50,183,Approach 1 (det: 1-4),21,16,26,4,67
22/06/2008 01:55,183,Approach 1 (det: 1-4),18,13,17,6,54
22/06/2008 02:00,183,Approach 1 (det: 1-4),21,10,23,3,57
22/06/2008 02:05,183,Approach 1 (det: 1-4),14,13,19,4,50
22/06/2008 02:10,183,Approach 1 (det: 1-4),15,11,21,4,51
22/06/2008 02:15,183,Approach 1 (det: 1-4),25,16,26,2,69
22/06/2008 02:20,183,Approach 1 (det: 1-4),15,19,18,3,55
22/06/2008 02:25,183,Approach 1 (det: 1-4),20,9,17,4,50
22/06/2008 02:30,183,Approach 1 (det: 1-4),15,8,13,3,39
22/06/2008 02:35,183,Approach 1 (det: 1-4),19,16,25,2,62
22/06/2008 02:40,183,Approach 1 (det: 1-4),11,9,19,5,44
22/06/2008 02:45,183,Approach 1 (det: 1-4),13,11,16,2,42
22/06/2008 02:50,183,Approach 1 (det: 1-4),14,17,15,1,47
22/06/2008 02:55,183,Approach 1 (det: 1-4),13,11,23,4,51
22/06/2008 03:00,183,Approach 1 (det: 1-4),10,13,20,4,47
22/06/2008 03:05,183,Approach 1 (det: 1-4),9,11,12,1,33
22/06/2008 03:10,183,Approach 1 (det: 1-4),14,21,18,3,56
22/06/2008 03:15,183,Approach 1 (det: 1-4),10,11,11,4,36
22/06/2008 03:20,183,Approach 1 (det: 1-4),14,14,17,3,48
22/06/2008 03:25,183,Approach 1 (det: 1-4),10,10,14,2,36
22/06/2008 03:30,183,Approach 1 (det: 1-4),17,15,18,2,52
22/06/2008 03:35,183,Approach 1 (det: 1-4),7,12,17,4,40
22/06/2008 03:40,183,Approach 1 (det: 1-4),18,9,18,1,46
22/06/2008 03:45,183,Approach 1 (det: 1-4),15,13,11,0,39
22/06/2008 03:50,183,Approach 1 (det: 1-4),12,9,17,5,43
22/06/2008 03:55,183,Approach 1 (det: 1-4),12,16,14,2,44
22/06/2008 04:00,183,Approach 1 (det: 1-4),12,15,12,2,41
22/06/2008 04:05,183,Approach 1 (det: 1-4),11,11,16,1,39
22/06/2008 04:10,183,Approach 1 (det: 1-4),10,12,10,2,34
22/06/2008 04:15,183,Approach 1 (det: 1-4),10,27,27,7,71
22/06/2008 04:20,183,Approach 1 (det: 1-4),10,16,7,3,36
22/06/2008 04:25,183,Approach 1 (det: 1-4),10,14,8,3,35
22/06/2008 04:30,183,Approach 1 (det: 1-4),10,11,20,4,45
22/06/2008 04:35,183,Approach 1 (det: 1-4),9,11,12,1,33
22/06/2008 04:40,183,Approach 1 (det: 1-4),8,20,14,3,45
22/06/2008 04:45,183,Approach 1 (det: 1-4),10,10,19,3,42
22/06/2008 04:50,183,Approach 1 (det: 1-4),5,13,15,2,35
22/06/2008 04:55,183,Approach 1 (det: 1-4),7,11,14,4,36
22/06/2008 05:00,183,Approach 1 (det: 1-4),6,12,13,2,33
22/06/2008 05:05,183,Approach 1 (det: 1-4),11,11,7,1,30
22/06/2008 05:10,183,Approach 1 (det: 1-4),10,18,11,1,40
22/06/2008 05:15,183,Approach 1 (det: 1-4),5,7,7,1,20
22/06/2008 05:20,183,Approach 1 (det: 1-4),7,10,6,1,24
22/06/2008 05:25,183,Approach 1 (det: 1-4),9,7,9,1,26
22/06/2008 05:30,183,Approach 1 (det: 1-4),6,9,6,0,21
22/06/2008 05:35,183,Approach 1 (det: 1-4),5,7,5,1,18
22/06/2008 05:40,183,Approach 1 (det: 1-4),1,8,6,1,16
22/06/2008 05:45,183,Approach 1 (det: 1-4),8,4,5,0,17
22/06/2008 05:50,183,Approach 1 (det: 1-4),8,11,7,0,26
22/06/2008 05:55,183,Approach 1 (det: 1-4),1,4,6,2,13
22/06/2008 06:00,183,Approach 1 (det: 1-4),7,11,6,1,25
22/06/2008 06:05,183,Approach 1 (det: 1-4),14,12,7,0,33
22/06/2008 06:10,183,Approach 1 (det: 1-4),8,7,7,2,24
22/06/2008 06:15,183,Approach 1 (det: 1-4),12,7,4,0,23
22/06/2008 06:20,183,Approach 1 (det: 1-4),9,4,7,2,22
